Price,Close,High,Low,Open,Volume,Variation,Volatilite,Sentiment_Tweets,Sentiment_News,Predict_Close_Demain
2015-01-13,22.08746719360352,22.135138066057575,21.306194673970374,21.563087596608842,8829947,1.0174502541008712,3.334456620259702,0.416145155592091,-0.08182901344258675,21.61870384216309
2015-01-14,21.61870384216309,22.07157613202509,21.38299841680599,21.518066229044283,10291132,-2.1223046867781314,2.4170529671222476,-0.9588310114083951,0.6024547164819292,22.21988296508789
2015-01-15,22.21988296508789,22.51914883237245,20.956606031244704,22.060980752552297,13224266,2.7808287088531003,2.570869292963611,0.9398197043239886,0.44751987495093093,22.93494415283203
2015-01-16,22.93494415283203,23.122978675209172,22.16691442753087,22.246366544840093,15057197,3.2181141046856654,2.68754351300488,0.6648852816008435,-0.3759809394928262,22.80517578125
2015-01-19,22.80517578125,23.10973955735595,22.66481211570544,22.942890503892375,7453306,-0.565810715375159,2.3707304367549393,-0.5753217786434477,0.05731262728236375,23.077953338623047
2015-01-20,23.077953338623047,23.284526388415088,22.701884349486207,22.860786540053088,9552708,1.1961212664596932,1.8451834071206703,-0.6363500655857988,-0.4620793072611562,23.544076919555664
2015-01-21,23.544076919555664,23.63147386399423,22.749563651317914,23.12298383670276,10691034,2.0197786783480387,1.8853975380465136,-0.6331909802931324,0.12515719058391173,23.869823455810547
2015-01-22,23.869823455810547,24.359774864096153,23.552018993645582,23.6738441048272,11240714,1.3835604486337694,1.8885217634338731,-0.39151551408092455,0.36116421521138853,24.3359432220459
2015-01-23,24.3359432220459,24.553110118856054,23.824806230455277,24.36507553922608,12238647,1.952757493570334,1.2332809352904217,0.04951286326447568,-0.34594658932240296,24.7278995513916
2015-01-26,24.7278995513916,24.820592352683434,23.93868222778216,24.100233404555723,8449141,1.6106066889185922,1.1400728767035733,-0.13610996271576847,-0.1244495794180846,24.571645736694336
2015-01-27,24.571645736694336,24.714658361919646,24.11082862466943,24.682877105019028,7841052,-0.6318927912681183,1.127000560411658,-0.4175417196039162,0.017187613152804038,24.134668350219727
2015-01-28,24.134668350219727,24.788818049363627,23.96782126110471,24.77822429473777,8047726,-1.7783806227600119,1.4529445374087824,0.22370578944475894,0.6953903320528647,23.787731170654297
2015-01-29,23.787731170654297,24.00489808633868,23.295132699861323,23.538782991497055,9321706,-1.4375054777260754,1.6653197573467418,-0.7210122786959163,0.7912315200498532,24.100244522094727
2015-01-30,24.100244522094727,24.362433429712276,23.687098119721316,24.261795773392524,11228168,1.3137585472042135,1.5729025887856574,-0.4157107029295637,-0.44161531130569937,24.894744873046875
2015-02-02,24.894744873046875,24.995382475986226,24.224705786454155,24.27767252051668,10847091,3.296648505884514,1.9129409394686125,-0.2672763134126166,0.4893103005440097,25.572723388671875
2015-02-03,25.572723388671875,25.742219326681475,25.23638045496404,25.31053467527437,12043649,2.723380051020463,2.0216441529802958,-0.08786003156592814,-0.016758713676953807,25.292001724243164
2015-02-04,25.292001724243164,25.649532234559356,24.91063476894514,25.538300879447903,10298211,-1.0977386340989548,2.082834485251523,0.5703519227860272,0.01019564209832402,25.466800689697266
2015-02-05,25.466800689697266,25.572734180243472,24.44982261192883,24.77557395495867,8210402,0.6911234917659881,2.0393924737688756,-0.6006524356832805,0.4805444653511295,25.254928588867188
2015-02-06,25.254928588867188,25.59127165014504,25.117211824156083,25.495929896284036,6062408,-0.831954132800794,1.8864746567385013,0.02846887682722321,0.6939543617890314,25.39793586730957
2015-02-09,25.39793586730957,25.498573466042654,24.91063344798591,25.053646048639006,8108676,0.5662549309500831,1.6516057268738142,0.18482913772408494,0.736207172853313,25.08013343811035
2015-02-10,25.08013343811035,25.556842183431275,24.76497789811361,25.530358813258253,8192996,-1.2512923524949593,1.8325145781755674,-0.9070991745600046,0.250259361849817,24.868257522583008
2015-02-11,24.868257522583008,25.15957855436545,24.60341985358969,25.15957855436545,5168594,-0.8447958064106142,1.4370917361901225,0.21508970380287673,-0.035742492909346335,25.08013343811035
2015-02-12,25.08013343811035,25.39793994184151,24.55045795244338,24.704064328219193,8904939,0.8519934110177818,0.9288091703814451,-0.6589517526254169,0.523813811616413,25.093372344970703
2015-02-13,25.093372344970703,25.371452741182992,24.868260701659068,25.228440139178215,8390994,0.05278642911936693,0.8577819056260619,-0.869896814029441,-0.17369820175900963,24.955665588378903
2015-02-16,24.955665588378903,25.21785443207297,24.82324669471799,25.1781283598643,4463613,-0.5487774010550672,0.7902849302161066,0.8977710745066665,0.2332962374835731,25.04305076599121
